,Unnamed: 0,aiddata_id,aiddata_2_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
67632,67633,87607659.0,6469505.0,1975,United States,India,151989867.0,60040,Rescheduling and refinancing
67643,67644,87613080.0,6801429.0,1984,France,Brazil,39176633.0,60040,Rescheduling and refinancing
67660,67661,87618891.0,7137804.0,1985,Japan,Thailand,47281945.0,32120,Industrial development
67720,67721,87656869.0,9556140.0,1994,United Kingdom,India,35633285.0,21030,Rail transport
67778,67779,87681416.0,5942496.0,1980,Austria,Saudi Arabia,203662.0,32120,Industrial development
67795,67796,87689840.0,6599532.0,1976,Italy,India,35601469.0,60040,Rescheduling and refinancing
67807,67808,87699512.0,5837364.0,1978,Japan,Brazil,23043654.0,32120,Industrial development
67815,67816,87703178.0,7391793.0,1987,Germany,Brazil,76135175.0,60040,Rescheduling and refinancing
67819,67820,87705442.0,7534763.0,1987,Japan,Thailand,17186273.0,32120,Industrial development
67858,67859,87726595.0,8903678.0,1993,France,Chile,87810039.0,21030,Rail transport
67891,67892,87743224.0,7388441.0,1987,Germany,Thailand,10027418.0,32120,Industrial development
67927,67928,87764928.0,6303835.0,1982,Japan,Saudi Arabia,45989884.0,32120,Industrial development
67929,67930,87766566.0,6420116.0,1977,Japan,Brazil,2152192.0,32120,Industrial development
67931,67932,87767073.0,6453137.0,1974,Japan,India,265562266.0,60040,Rescheduling and refinancing
67951,67952,87778422.0,7139829.0,1985,Japan,Brazil,21200577.0,32120,Industrial development
67979,67980,87798321.0,8321468.0,1991,Italy,Colombia,2795156.0,21050,Air transport
68004,68005,87813670.0,9257062.0,1994,Belgium,Chile,135904.0,32120,Industrial development
68009,68010,87814609.0,9311656.0,1994,Denmark,India,2354951.0,32120,Industrial development
68018,68019,87817892.0,9605731.0,1994,Canada,Colombia,2829951.0,32120,Industrial development
68019,68020,87819609.0,9722294.0,1994,Australia,India,3398433.0,32120,Industrial development
68048,68049,87823665.0,6565421.0,1977,Austria,Brazil,99659.0,32120,Industrial development
68051,68052,87825576.0,6458393.0,1975,Germany,Colombia,13568087.0,23020,Power generation/non-renewable sources
68054,68055,87826083.0,7387941.0,1987,Germany,India,26071286.0,32120,Industrial development
68061,68062,87829559.0,9380774.0,1994,Germany,Chile,12253925.0,32120,Industrial development
68063,68064,87830462.0,6303604.0,1982,Japan,Saudi Arabia,14653462.0,32120,Industrial development
68065,68066,87831476.0,6654015.0,1983,Japan,India,17956355.0,32120,Industrial development
68067,68068,87833504.0,6303703.0,1982,Japan,Saudi Arabia,8444163.0,32120,Industrial development
68080,68081,87841304.0,6958580.0,1984,Australia,India,379662.0,32120,Industrial development
68083,68084,87842630.0,6992092.0,1985,France,Thailand,14411788.0,21030,Rail transport
68093,68094,87847856.0,5942686.0,1980,Austria,Brazil,1120139.0,32120,Industrial development
68123,68124,87861545.0,6769174.0,1974,Germany,India,206696435.0,60040,Rescheduling and refinancing
68134,68135,87869540.0,7209970.0,1986,Germany,Brazil,70497986.0,60040,Rescheduling and refinancing
68146,68147,87876950.0,7643958.0,1988,Sweden,India,7482340.0,32120,Industrial development
68148,68149,87877223.0,7655071.0,1988,United Kingdom,India,1537269.0,21030,Rail transport
68153,68154,87879836.0,7793939.0,1989,Germany,India,1592662.0,21030,Rail transport
68157,68158,87881518.0,7905408.0,1989,United Kingdom,Thailand,12874688.0,21030,Rail transport
68226,68227,87915402.0,6368330.0,1983,Germany,Korea,16475720.0,32120,Industrial development
68228,68229,87915597.0,6551837.0,1977,Germany,Colombia,11213167.0,32120,Industrial development
68229,68230,87915792.0,6837067.0,1984,Germany,Korea,10765928.0,32120,Industrial development
68246,68247,87921623.0,6029055.0,1980,Japan,Brazil,1012852.0,32120,Industrial development
68248,68249,87922403.0,7254707.0,1986,Switzerland,India,161219.0,32120,Industrial development
68257,68258,87928566.0,6616499.0,1983,Finland,India,781569.0,32120,Industrial development
68266,68267,87932778.0,7564470.0,1988,France,India,1987760.0,32120,Industrial development
68272,68273,87937732.0,7233019.0,1986,Norway,Thailand,863287.0,32120,Industrial development
68273,68274,87938551.0,5942572.0,1980,Austria,Brazil,1221970.0,32120,Industrial development
68283,68284,87948145.0,6598635.0,1976,Germany,India,203424636.0,60040,Rescheduling and refinancing
68285,68286,87949315.0,6665831.0,1983,Japan,Thailand,119709.0,32120,Industrial development
68294,68295,87953956.0,6956501.0,1984,Japan,India,96420451.0,32120,Industrial development
68306,68307,87960469.0,7350321.0,1987,Denmark,India,3533001.0,32120,Industrial development
68316,68317,87968154.0,7727365.0,1988,Japan,India,22839129.0,23020,Power generation/non-renewable sources
68344,68345,87984751.0,8704830.0,1992,Sweden,Thailand,8347123.0,32120,Industrial development
68371,68372,88000923.0,10414060.0,1989,Belgium,Poland,7911786.0,60040,RESCHEDULING AND REFINANCING
68390,68391,88004552.0,7795104.0,1989,Germany,India,28957488.0,32120,Industrial development
68396,68397,88005644.0,7205788.0,1986,Germany,Thailand,15309009.0,32120,Industrial development
68421,68422,88018530.0,6908115.0,1984,Canada,Colombia,429018.0,32120,Industrial development
68444,68445,88036100.0,10414486.0,1989,Germany,Poland,1368234525.0,60040,RESCHEDULING AND REFINANCING
68445,68446,88036139.0,10414083.0,1989,Belgium,Poland,144526257.0,60040,RESCHEDULING AND REFINANCING
68457,68458,88037660.0,6565383.0,1977,Austria,Brazil,46898.0,32120,Industrial development
68461,68462,88038440.0,5790404.0,1978,Netherlands,India,7903441.0,32120,Industrial development
68466,68467,88039805.0,6727307.0,1975,Germany,Thailand,22613478.0,32120,Industrial development
68469,68470,88040780.0,7205086.0,1986,Germany,Thailand,34843304.0,21030,Rail transport
68491,68492,88050592.0,6028923.0,1980,Japan,Brazil,3646269.0,32120,Industrial development
68494,68495,88051294.0,5865496.0,1979,Germany,India,97357283.0,32120,Industrial development
68497,68498,88052113.0,6990103.0,1985,Denmark,Thailand,3455580.0,32120,Industrial development
68502,68503,88054726.0,5946454.0,1980,France,India,98033810.0,32120,Industrial development
68504,68505,88056598.0,6053135.0,1981,France,Brazil,53868372.0,23020,Power generat./non-renewable sources
68524,68525,88066738.0,6700952.0,1976,Austria,India,12981849.0,60040,Rescheduling and refinancing
68547,68548,88083276.0,7727930.0,1988,Japan,Korea,50702866.0,21030,Rail transport
68553,68554,88085700.0,7932500.0,1989,Canada,Chile,695383.0,32120,Industrial development
68580,68581,88104514.0,9085727.0,1993,United Kingdom,India,2351126.0,21030,Rail transport
68616,68617,88119622.0,6422648.0,1973,Germany,Thailand,17070063.0,32120,Industrial development
68617,68618,88119700.0,6458769.0,1975,Germany,Colombia,19598347.0,23020,Power generation/non-renewable sources
68621,68622,88120519.0,6834664.0,1984,Germany,India,204552639.0,23020,Power generation/non-renewable sources
68639,68640,88129161.0,5734358.0,1974,Austria,Colombia,2814444.0,21030,Rail transport
68640,68641,88129239.0,5839150.0,1978,Japan,Brazil,1426512.0,32120,Industrial development
68647,68648,88133841.0,7815277.0,1989,Italy,Chile,450574.0,32120,Industrial development
68648,68649,88134153.0,7139765.0,1985,Japan,Saudi Arabia,19453276.0,32120,Industrial development
68664,68665,88146204.0,6662065.0,1983,Japan,India,57460336.0,21030,Rail transport
68669,68670,88147842.0,6780048.0,1974,Germany,Thailand,589880.0,60040,Rescheduling and refinancing
68710,68711,88171207.0,8226544.0,1990,Japan,India,13719867.0,21030,Rail transport
68711,68712,88171246.0,8227897.0,1990,Japan,Korea,18875741.0,32120,Industrial development
68719,68720,88175190.0,8502278.0,1991,Japan,India,319381524.0,32120,Industrial development
68741,68742,88187410.0,9322429.0,1994,France,Chile,4737440.0,21030,Rail transport
68763,68764,88194558.0,5767569.0,1978,Austria,Brazil,885105.0,32120,Industrial development
68765,68766,88195338.0,6607802.0,1976,Germany,India,14530331.0,32120,Industrial development
68784,68785,88204994.0,6345426.0,1983,France,India,96214036.0,32120,Industrial development
68793,68794,88211156.0,6247080.0,1982,Switzerland,India,3958673.0,32120,Industrial development
68818,68819,88225898.0,6955584.0,1984,Japan,India,176486487.0,32120,Industrial development
68823,68824,88229096.0,7171327.0,1986,France,India,91557130.0,21050,Air transport
68824,68825,88229720.0,7210147.0,1986,Germany,Chile,8875143.0,60040,Rescheduling and refinancing
68827,68828,88231358.0,7336855.0,1986,Japan,India,66829195.0,32120,Industrial development
68833,68834,88236351.0,7621768.0,1988,Netherlands,India,620443.0,32120,Industrial development
68834,68835,88236390.0,7622265.0,1988,Netherlands,India,346838.0,32120,Industrial development
68838,68839,88238304.0,7731018.0,1988,Japan,India,264271561.0,23020,Power generat./non-renewable sources
68847,68848,88244901.0,8153097.0,1990,United Kingdom,Thailand,545606.0,32120,Industrial development
68849,68850,88246305.0,9605697.0,1994,Canada,Chile,2590800.0,32120,Industrial development
68859,68860,88252005.0,9282480.0,1994,Belgium,Thailand,99970.0,32120,Industrial development
68871,68872,88261262.0,9259024.0,1994,Belgium,India,859652.0,23020,Power generation/non-renewable sources
68896,68897,88271533.0,8031963.0,1990,Germany,Thailand,9028111.0,21030,Rail transport
68908,68909,88277119.0,6910394.0,1984,Canada,Brazil,106760.0,32120,Industrial development
68920,68921,88285114.0,6090847.0,1981,Netherlands,Colombia,398281.0,32120,Industrial development
68926,68927,88287610.0,6248680.0,1982,Switzerland,India,769640.0,32120,Industrial development
68930,68931,88291237.0,6460649.0,1975,Norway,India,2624502.0,32120,Industrial development
68945,68946,88301260.0,7168960.0,1986,Denmark,India,20935583.0,32120,Industrial development
68951,68952,88307695.0,7534276.0,1987,Japan,Korea,88795744.0,32120,Industrial development
68968,68969,88316399.0,8066991.0,1990,Netherlands,India,197657.0,21030,Rail transport
68975,68976,88322915.0,8553200.0,1992,France,Thailand,6697534.0,32120,Industrial development
68984,68985,88330136.0,9072161.0,1993,Switzerland,India,4394600.0,32120,Industrial development
68994,68995,88335018.0,9320169.0,1994,Denmark,India,1030157.0,32120,Industrial development
69018,69019,88342598.0,7411049.0,1987,Netherlands,Thailand,416358.0,32120,Industrial development
69021,69022,88343495.0,6076034.0,1981,Germany,Korea,3564772.0,32120,Industrial development
69023,69024,88343807.0,6458685.0,1975,Germany,India,20352130.0,32120,Industrial development
69026,69027,88344236.0,6073522.0,1981,Germany,India,29706431.0,32120,Industrial development
69075,69076,88367417.0,6781978.0,1974,France,Chile,15930523.0,60040,Rescheduling and refinancing
69077,69078,88370264.0,6955621.0,1984,Japan,India,120010811.0,32120,Industrial development
69101,69102,88382823.0,7677299.0,1988,Canada,Thailand,20187222.0,32120,Industrial development
69105,69106,88383955.0,7718657.0,1988,Japan,India,4236658.0,32120,Industrial development
69108,69109,88384774.0,5736323.0,1974,France,Colombia,15256725.0,21050,Air transport
69115,69116,88389454.0,6047484.0,1981,Austria,Thailand,998806.0,32120,Industrial development
69123,69124,88392652.0,6227849.0,1982,Norway,India,3755062.0,32120,Industrial development
69132,69133,88398463.0,6558071.0,1977,Switzerland,India,3399964.0,32120,Industrial development
69134,69135,88399087.0,6598672.0,1976,Germany,Chile,47017246.0,60040,Rescheduling and refinancing
69139,69140,88401154.0,6737547.0,1975,France,Brazil,60080677.0,21030,Rail transport
69149,69150,88404157.0,6911582.0,1984,Canada,Chile,739413.0,32120,Industrial development
69164,69165,88417577.0,8506734.0,1991,Japan,Saudi Arabia,67070120.0,32120,Industrial development
69187,69188,88431896.0,7733267.0,1988,Japan,Thailand,708013.0,32120,Industrial development
69202,69203,88440020.0,8229748.0,1990,Japan,Brazil,18056481.0,32120,Industrial development
69216,69217,88446150.0,8742948.0,1992,United Kingdom,India,2500579.0,21030,Rail transport
69230,69231,88454702.0,9605663.0,1994,Canada,Brazil,1614268.0,32120,Industrial development
69244,69245,88460566.0,9574293.0,1994,United Kingdom,India,1531274.0,32120,Industrial development
69251,69252,88464392.0,10407494.0,1985,Germany,Poland,3065839.0,60040,RESCHEDULING AND REFINANCING
69261,69262,88465289.0,10441877.0,1994,Finland,Poland,1481213.0,32120,Industrial development
69266,69267,88467361.0,8787607.0,1992,Canada,India,497862.0,32120,Industrial development
69287,69288,88478182.0,9169954.0,1993,Japan,Thailand,107793423.0,21030,Rail transport
69351,69352,88504209.0,6367692.0,1983,Germany,India,4393525.0,32120,Industrial development
69357,69358,88509786.0,6205040.0,1982,Germany,Brazil,20867396.0,32120,Industrial development
69359,69360,88512438.0,6458853.0,1975,Germany,Chile,86146797.0,60040,Rescheduling and refinancing
69362,69363,88515285.0,6607235.0,1976,Norway,India,3312324.0,32120,Industrial development
69405,69406,88539071.0,8236521.0,1990,Australia,India,376364.0,23020,Power generation/non-renewable sources
69413,69414,88544574.0,8566397.0,1992,France,Thailand,134518266.0,23020,Power generat./non-renewable sources
69421,69422,88546994.0,8748343.0,1992,United Kingdom,India,3944438.0,21030,Rail transport
69428,69429,88551209.0,8994036.0,1993,Netherlands,Colombia,230060.0,32120,Industrial development
69429,69430,88552380.0,9071738.0,1993,Switzerland,Thailand,6063103.0,23020,Power generation/non-renewable sources
69432,69433,88556592.0,9261469.0,1994,Belgium,Thailand,45148.0,32120,Industrial development
69467,69468,88576876.0,6768103.0,1974,Germany,India,15899726.0,32120,Industrial development
69468,69469,88577812.0,8447524.0,1991,Finland,India,31046.0,32120,Industrial development
69484,69485,88580347.0,8569460.0,1992,Germany,India,21766640.0,32120,Industrial development
69571,69572,88636374.0,7915455.0,1989,Finland,India,8376.0,32120,Industrial development
69595,69596,88645547.0,8504524.0,1991,Japan,Thailand,114029850.0,21030,Rail transport
69623,69624,88657218.0,9257975.0,1994,Belgium,Chile,26259.0,32120,Industrial development
69641,69642,88665031.0,9379442.0,1994,Germany,India,12578246.0,32120,Industrial development
69655,69656,88674434.0,9502403.0,1994,Sweden,India,13147.0,32120,Industrial development
69684,69685,88690101.0,6774269.0,1974,Germany,Thailand,31799452.0,23020,Power generation/non-renewable sources
69711,69712,88707915.0,7809897.0,1989,Italy,Thailand,1488852.0,21030,Rail transport
69716,69717,88710140.0,9249768.0,1994,Belgium,Thailand,163546.0,32120,Industrial development
69719,69720,88711740.0,9177071.0,1993,Australia,Thailand,1205152.0,21030,Rail transport
69722,69723,88713772.0,8744736.0,1992,United Kingdom,India,1497425.0,23020,Power generation/non-renewable sources
69726,69727,88716502.0,5993327.0,1980,Switzerland,India,73095.0,32120,Industrial development
69727,69728,88716619.0,8841720.0,1992,Japan,India,446421175.0,23020,Power generation/non-renewable sources
69735,69736,88722236.0,5977715.0,1980,Norway,India,11853784.0,32120,Industrial development
69752,69753,88731713.0,6540403.0,1977,Netherlands,India,19834999.0,60040,Rescheduling and refinancing
69775,69776,88747079.0,7486944.0,1987,Canada,Brazil,67370.0,32120,Industrial development
69800,69801,88764488.0,8553120.0,1992,France,India,9807914.0,32120,Industrial development
69830,69831,88783107.0,10446090.0,1994,France,Poland,73083.0,32120,Industrial development
69847,69848,88790174.0,8567726.0,1992,Germany,India,8706656.0,32120,Industrial development
69854,69855,88792987.0,5752214.0,1973,France,India,52419836.0,60040,Rescheduling and refinancing
69860,69861,88795678.0,8279720.0,1991,France,Colombia,4252455.0,21050,Air transport
69869,69870,88800553.0,5839112.0,1978,Japan,Korea,301762.0,32120,Industrial development
69885,69886,88807417.0,6305117.0,1982,Japan,Thailand,1123472.0,32120,Industrial development
69909,69910,88820443.0,7171997.0,1986,France,Korea,13034862.0,32120,Industrial development
69921,69922,88829456.0,7733378.0,1988,Japan,Korea,479622.0,32120,Industrial development
69991,69992,88865064.0,7386942.0,1987,Germany,Brazil,19252642.0,32120,Industrial development
69994,69995,88865415.0,7022009.0,1985,Germany,India,26344400.0,32120,Industrial development
70011,70012,88870380.0,7469171.0,1987,Canada,Thailand,886449.0,32120,Industrial development
70030,70031,88884186.0,7418997.0,1987,Norway,India,4295107.0,32120,Industrial development
70034,70035,88887033.0,7608472.0,1988,Netherlands,India,4150863.0,32120,Industrial development
70084,70085,88912915.0,9265343.0,1994,Belgium,India,29484.0,32120,Industrial development
70117,70118,88921273.0,6458727.0,1975,Germany,India,10552956.0,32120,Industrial development
70119,70120,88922287.0,7021506.0,1985,Germany,Thailand,7481810.0,21030,Rail transport
70132,70133,88926197.0,6846090.0,1984,Italy,India,56556745.0,32120,Industrial development
70133,70134,88927094.0,6845586.0,1984,Italy,Colombia,30399251.0,23020,Power generation/non-renewable sources
70135,70136,88927601.0,8553761.0,1992,France,Chile,3357281.0,21030,Rail transport
70137,70138,88929083.0,5869760.0,1979,Germany,India,6490486.0,32120,Industrial development
70140,70141,88930214.0,8153066.0,1990,United Kingdom,Thailand,618174.0,32120,Industrial development
70151,70152,88936337.0,6458926.0,1975,Germany,India,211059125.0,60040,Rescheduling and refinancing
70167,70168,88941930.0,10449395.0,1994,Italy,Poland,5914647.0,32120,Industrial development
70176,70177,88948248.0,6714898.0,1975,Japan,India,202748447.0,60040,Rescheduling and refinancing
70179,70180,88950666.0,6889865.0,1984,United Kingdom,India,18606262.0,32120,Industrial development
70196,70197,88962757.0,7564552.0,1988,France,India,82823325.0,23020,Power generation/non-renewable sources
70221,70222,88981141.0,8842961.0,1992,Japan,Thailand,360236810.0,32120,Industrial development
70235,70236,88989623.0,9261403.0,1994,Belgium,Thailand,9675.0,32120,Industrial development
70242,70243,88991184.0,9379038.0,1994,Germany,India,22977744.0,32120,Industrial development
70244,70245,88991770.0,9417062.0,1994,Netherlands,Colombia,96118.0,32120,Industrial development
70261,70262,88998493.0,6094404.0,1981,Norway,India,817237.0,32120,Industrial development
70280,70281,89003524.0,6777394.0,1974,Germany,Brazil,39749314.0,21030,Rail transport
70303,70304,89016290.0,6183703.0,1982,France,India,54403795.0,32120,Industrial development
70311,70312,89020424.0,6420846.0,1973,France,Thailand,66777621.0,21030,Rail transport
70335,70336,89041017.0,7729498.0,1988,Japan,Thailand,11568019.0,21030,Rail transport
70339,70340,89043555.0,8506587.0,1991,Japan,Thailand,4258420.0,32120,Industrial development
70340,70341,89044803.0,7988381.0,1989,Australia,Thailand,35161935.0,21030,Rail transport
70369,70370,89055456.0,8721796.0,1992,United Kingdom,India,3876262.0,21030,Rail transport
70382,70383,89062909.0,5721157.0,1973,Germany,Colombia,25602816.0,32120,Industrial development
70396,70397,89067318.0,7671106.0,1988,Canada,India,108570.0,23020,Power generat./non-renewable sources
70415,70416,89075996.0,8146830.0,1990,United Kingdom,India,32937949.0,21030,Rail transport
70443,70444,89090407.0,8152260.0,1990,United Kingdom,India,2311435.0,32120,Industrial development
70459,70460,89100637.0,9238733.0,1994,Belgium,Chile,33170.0,32120,Industrial development
70466,70467,89103610.0,9574324.0,1994,United Kingdom,India,6125096.0,32120,Industrial development
70468,70469,89105913.0,9714048.0,1994,Japan,India,282112858.0,23020,Power generation/non-renewable sources
70469,70470,89106382.0,9727451.0,1994,Australia,India,670163.0,21030,Rail transport
70507,70508,89127228.0,9558239.0,1994,United Kingdom,India,6245057.0,21030,Rail transport
70510,70511,89127345.0,9561748.0,1994,United Kingdom,India,305784.0,21030,Rail transport
70518,70519,89130155.0,5777226.0,1978,Germany,India,18691374.0,32120,Industrial development
70531,70532,89134880.0,10414827.0,1989,Belgium,Brazil,17906366.0,60040,RESCHEDULING AND REFINANCING
70536,70537,89135309.0,10420867.0,1992,Germany,Poland,7727367759.0,60040,RESCHEDULING AND REFINANCING
70548,70549,89143045.0,10405119.0,1982,United Kingdom,Thailand,61417196.0,32120,Industrial development
70553,70554,89143981.0,6607760.0,1976,Germany,India,21795497.0,32120,Industrial development
70586,70587,89164075.0,7057146.0,1985,Sweden,India,263377.0,32120,Industrial development
70591,70592,89165518.0,7169455.0,1986,Denmark,India,2221461.0,32120,Industrial development
70617,70618,89183596.0,6419205.0,1977,Japan,Brazil,39829897.0,32120,Industrial development
70621,70622,89186139.0,8732728.0,1992,United Kingdom,India,289745732.0,23020,Power generation/non-renewable sources
70671,70672,89207466.0,5927000.0,1979,Japan,Brazil,15938865.0,32120,Industrial development
70688,70689,89215305.0,6302437.0,1982,Japan,Thailand,181205217.0,32120,Industrial development
70701,70702,89224002.0,7402975.0,1987,Netherlands,Thailand,180353.0,32120,Industrial development
70734,70735,89244193.0,8898939.0,1993,Denmark,India,2376351.0,32120,Industrial development
70741,70742,89250089.0,9320259.0,1994,Denmark,India,637576.0,32120,Industrial development
70763,70764,89257080.0,7387650.0,1987,Germany,India,31084995.0,21030,Rail transport
70764,70765,89257509.0,6073606.0,1981,Germany,India,209133272.0,23020,Power generation/non-renewable sources
70766,70767,89257587.0,6370460.0,1983,Germany,India,16475720.0,32120,Industrial development
70768,70769,89257938.0,7204629.0,1986,Germany,India,26413143.0,32120,Industrial development
70774,70775,89263798.0,7270515.0,1986,Canada,Thailand,9285817.0,32120,Industrial development
70776,70777,89264734.0,5837896.0,1978,Japan,Brazil,3950341.0,32120,Industrial development
70778,70779,89265124.0,5884200.0,1979,Norway,India,8032379.0,32120,Industrial development
70789,70790,89269765.0,6451427.0,1974,United States,India,108463250.0,60040,Rescheduling and refinancing
70798,70799,89273782.0,6888945.0,1984,United Kingdom,India,10441834.0,32120,Industrial development
70816,70817,89292238.0,8226174.0,1990,Japan,Thailand,10923461.0,32120,Industrial development
70817,70818,89292277.0,8227861.0,1990,Japan,Korea,26740632.0,32120,Industrial development
70851,70852,89313407.0,10428614.0,1993,Canada,Poland,19241.0,32120,Industrial development
70855,70856,89313719.0,10443391.0,1994,United Kingdom,Poland,4370364.0,32120,INDUSTRIAL DEVELOPMENT
70864,70865,89315084.0,6836406.0,1984,Germany,India,26914821.0,32120,Industrial development
70881,70882,89323052.0,8844533.0,1992,Japan,Chile,67195300.0,21030,Rail transport
70883,70884,89324261.0,6094437.0,1981,Norway,India,10058301.0,32120,Industrial development
70908,70909,89336585.0,7140258.0,1985,Japan,Brazil,1444435.0,60040,Rescheduling and refinancing
70956,70957,89366684.0,9471446.0,1994,Sweden,South Africa,588498.0,32120,Industrial development
70973,70974,89371803.0,10448978.0,1994,Sweden,Poland,132478.0,32120,Industrial development
70984,70985,89376223.0,6303637.0,1982,Japan,Brazil,23351312.0,32120,Industrial development
71006,71007,89388626.0,6663695.0,1983,Japan,Thailand,153227563.0,21030,Rail transport
71011,71012,89391668.0,6254276.0,1982,United Kingdom,India,135080685.0,23020,Power generation/non-renewable sources
71353,71354,94313880.0,,2010,Finland,India,877227.0,32120,Industrial development
71355,71356,94314198.0,,2010,Finland,India,45161.0,32120,Industrial development
71356,71357,94314336.0,,2010,Finland,India,57063.0,32120,Industrial development
71815,71816,94583205.0,,2010,Italy,Brazil,3943.0,32120,Industrial development
71858,71859,94592891.0,,2010,Italy,Colombia,12673.0,32120,Industrial development
71986,71987,94718893.0,,2010,United Kingdom,Brazil,27697870.0,32120,Industrial development
72058,72059,94741469.0,,2010,Australia,India,1073865.0,23020,Power generation/non-renewable sources
72200,72201,94834714.0,,2010,United Kingdom,Brazil,9963005.0,32120,Industrial development
72202,72203,94840493.0,,2010,United Kingdom,Colombia,393906.0,32120,Industrial development
72210,72211,94844093.0,,2010,United Kingdom,India,4156319.0,32120,Industrial development
72214,72215,94844346.0,,2010,United Kingdom,India,672199.0,23020,Power generat./non-renewable sources
72221,72222,94844851.0,,2010,United Kingdom,India,64263.0,23020,Power generat./non-renewable sources
72237,72238,94846009.0,,2010,United Kingdom,India,860910.0,23020,Power generat./non-renewable sources
72239,72240,94846118.0,,2010,United Kingdom,India,795479.0,32120,Industrial development
72261,72262,94847707.0,,2010,United Kingdom,India,611169.0,32120,Industrial development
72274,72275,94848611.0,,2010,United Kingdom,India,177873.0,32120,Industrial development
72285,72286,94849596.0,,2010,United Kingdom,India,3152131.0,32120,Industrial development
72304,72305,94852417.0,,2010,United Kingdom,India,226966.0,32120,Industrial development
72305,72306,94852630.0,,2010,United Kingdom,India,3435377.0,32120,Industrial development
72309,72310,94853203.0,,2010,United Kingdom,India,381512.0,32120,Industrial development
72323,72324,94862394.0,,2010,United Kingdom,South Africa,18515293.0,32120,Industrial development
72324,72325,94862509.0,,2010,United Kingdom,South Africa,140730.0,32120,Industrial development
72328,72329,94863085.0,,2010,United Kingdom,South Africa,1297634.0,32120,Industrial development
72333,72334,94863832.0,,2010,United Kingdom,South Africa,28616.0,32120,Industrial development
72337,72338,94865279.0,,2010,United Kingdom,Thailand,3615703.0,32120,Industrial development
72443,72444,94923407.0,,2010,Australia,Thailand,149779.0,23020,Power generation/non-renewable sources
72448,72449,94923935.0,,2010,Australia,Thailand,4152.0,23020,Power generation/non-renewable sources
72476,72477,94926538.0,,2010,Australia,Thailand,45400.0,21050,Air transport
72570,72571,94991919.0,,2010,Belgium,Colombia,384985.0,23020,Power generation/non-renewable sources
72702,72703,95045641.0,,2010,France,Brazil,656686.0,21030,Rail transport
72731,72732,95146319.0,,2010,Korea,Chile,9315.0,21050,Air transport
72732,72733,95146480.0,,2010,Korea,Chile,9481.0,21050,Air transport
72733,72734,95146643.0,,2010,Korea,Chile,9790.0,21050,Air transport
72783,72784,95168805.0,,2010,Norway,India,138468.0,32120,Industrial development
72786,72787,95169313.0,,2010,Norway,India,56889.0,32120,Industrial development
72792,72793,95170357.0,,2010,Norway,India,42667.0,32120,Industrial development
72796,72797,95171042.0,,2010,Norway,India,37168.0,32120,Industrial development
72797,72798,95171203.0,,2010,Norway,India,56889.0,32120,Industrial development
72832,72833,95228212.0,,2010,Norway,South Africa,13274.0,32120,Industrial development
73200,73201,95641023.0,,2010,Korea,Thailand,6608.0,21050,Air transport
73238,73239,95646552.0,,2010,Korea,Thailand,7048.0,21050,Air transport
73403,73404,95761480.0,,2010,Norway,South Africa,92028.0,32120,Industrial development
74170,74171,96128437.0,,2010,Japan,Chile,114856.0,32120,Industrial development
74292,74293,96227108.0,,2010,Spain,India,19497.0,21030,Rail transport
74347,74348,96259034.0,,2010,Spain,Brazil,140375.0,21030,Rail transport
74363,74364,96260562.0,,2010,Spain,Colombia,243418.0,21050,Air transport
74365,74366,96260716.0,,2010,Spain,Colombia,37222.0,21050,Air transport
74611,74612,96387525.0,,2010,Spain,Colombia,271876.0,32120,Industrial development
74669,74670,96389646.0,,2010,Spain,Colombia,212407.0,32120,Industrial development
74670,74671,96389683.0,,2010,Spain,Colombia,143024.0,32120,Industrial development
74689,74690,96390432.0,,2010,Spain,Colombia,388818.0,32120,Industrial development
75169,75170,96781733.0,,2010,Denmark,South Africa,60725.0,32120,Industrial development
75188,75189,96783217.0,,2010,Denmark,South Africa,630091.0,32120,Industrial development
75463,75464,97146297.0,,2010,Spain,Brazil,198583.0,32120,Industrial development
75523,75524,97155903.0,,2010,Spain,Colombia,60878.0,32120,Industrial development
75579,75580,97159146.0,,2010,Spain,Colombia,24368.0,32120,Industrial development
75672,75673,97190061.0,,2010,Japan,India,19851169.0,21030,Rail transport
75685,75686,97191077.0,,2010,Japan,India,413140164.0,21030,Rail transport
75686,75687,97191155.0,,2010,Japan,India,98273.0,21030,Rail transport
75697,75698,97192431.0,,2010,Japan,India,683563201.0,21030,Rail transport
75698,75699,97192505.0,,2010,Japan,India,51654805.0,21030,Rail transport
75699,75700,97192580.0,,2010,Japan,India,1078399998.0,21030,Rail transport
75700,75701,97192692.0,,2010,Japan,India,30390960.0,21030,Rail transport
75701,75702,97192765.0,,2010,Japan,India,280188927.0,21030,Rail transport
75702,75703,97192840.0,,2010,Japan,India,7284494.0,21030,Rail transport
75756,75757,97219902.0,,2010,Spain,India,19653.0,32120,Industrial development
75880,75881,97317612.0,,2010,Spain,Colombia,14038.0,32120,Industrial development
76374,76375,97461749.0,,2010,Japan,Thailand,204395789.0,21030,Rail transport
76687,76688,97739616.0,,2010,Canada,India,158506.0,32120,Industrial development
77054,77055,97974552.0,,2010,Canada,India,42786.0,32120,Industrial development
77195,77196,98201815.0,,2010,United States,Brazil,204262.0,21030,Rail transport
